"player_uid";"period";"treatment";"group";"receiver_uid";"sender_uid";"sent";"received";"sent_back";"returned";"period_payoff";"cumulative_payoff"
19;22;1;4;20;24;8;9;0;10;21;510
19;23;1;4;21;21;8;30;16;11;27;537
19;24;1;4;20;24;8;3;0;10;15;552
19;25;1;4;22;22;10;6;0;25;31;583
19;26;1;4;20;21;8;30;16;10;26;609
19;27;1;4;24;23;8;6;0;0;8;617
19;28;1;4;23;20;0;18;8;0;20;637
19;29;1;4;24;22;0;6;0;0;16;653
19;30;1;4;22;21;5;30;0;5;40;693
20;1;1;4;22;24;5;12;5;5;17;17
20;2;1;4;19;21;6;24;10;9;27;44
20;3;1;4;22;23;6;0;0;13;17;61
20;4;1;4;24;23;6;0;0;8;12;73
20;5;1;4;23;21;5;15;7;0;13;86
20;6;1;4;19;22;8;9;2;12;21;107
20;7;1;4;21;22;4;6;1;6;17;124
20;8;1;4;24;24;9;6;2;10;15;139
20;9;1;4;23;22;7;9;3;3;12;151
20;10;1;4;21;23;6;18;7;9;24;175
20;11;1;4;22;23;7;24;8;10;29;204
20;12;1;4;22;19;7;24;10;10;27;231
20;13;1;4;19;21;6;15;6;9;22;253
20;14;1;4;19;24;7;12;4;10;21;274
20;15;1;4;23;24;2;9;3;1;15;289
20;16;1;4;24;19;5;27;12;5;25;314
20;17;1;4;23;19;1;24;10;1;24;338
20;18;1;4;23;24;1;12;4;1;18;356
20;19;1;4;21;21;6;15;6;8;21;377
20;20;1;4;21;23;6;12;4;8;20;397
20;21;1;4;23;21;1;18;5;1;23;420
20;22;1;4;22;19;7;24;10;15;32;452
20;23;1;4;24;23;5;9;3;5;16;468
20;24;1;4;21;19;7;24;10;10;27;495
20;25;1;4;21;21;7;15;6;9;21;516
20;26;1;4;21;19;6;24;10;8;26;542
20;27;1;4;22;21;7;15;6;14;26;568
20;28;1;4;19;24;6;3;0;8;15;583
20;29;1;4;21;23;6;6;0;8;18;601
20;30;1;4;21;24;6;0;0;18;22;623
21;1;1;4;24;22;5;6;3;8;16;16
21;2;1;4;20;24;8;15;7;10;20;36
21;3;1;4;19;19;8;21;10;12;25;61
21;4;1;4;19;19;10;24;12;15;27;88
21;5;1;4;20;19;5;24;12;7;24;112
21;6;1;4;23;24;8;3;2;0;3;115
21;7;1;4;19;20;10;12;6;12;18;133
21;8;1;4;23;19;0;24;10;0;24;157
21;9;1;4;19;19;8;30;15;12;29;186
21;10;1;4;19;20;10;18;9;10;19;205
21;11;1;4;23;19;0;24;10;0;24;229
21;12;1;4;23;23;0;21;10;0;21;250
21;13;1;4;20;24;5;12;6;6;17;267
21;14;1;4;22;23;8;15;7;10;20;287
21;15;1;4;19;23;8;27;13;10;26;313
21;16;1;4;19;23;8;24;10;10;26;339
21;17;1;4;19;24;8;12;5;10;19;358
21;18;1;4;22;19;7;24;10;10;27;385
21;19;1;4;20;20;5;18;8;6;21;406
21;20;1;4;19;20;9;18;8;13;24;430
21;21;1;4;20;22;6;9;4;5;14;444
21;22;1;4;23;22;0;9;4;0;15;459
21;23;1;4;19;19;10;24;11;16;29;488
21;24;1;4;24;20;8;21;10;0;13;501
21;25;1;4;20;20;5;21;9;6;23;524
21;26;1;4;19;20;10;18;8;16;26;550
21;27;1;4;20;22;5;9;4;6;16;566
21;28;1;4;22;23;8;15;6;16;27;593
21;29;1;4;22;20;10;18;8;20;30;623
21;30;1;4;19;20;10;18;18;0;0;623
22;1;1;4;21;20;2;15;5;3;21;21
22;2;1;4;23;23;5;0;0;5;10;31
22;3;1;4;24;20;2;18;13;1;14;45
22;4;1;4;23;24;3;12;9;0;10;55
22;5;1;4;24;24;1;9;2;1;17;72
22;6;1;4;20;19;3;24;15;2;18;90
22;7;1;4;20;23;2;24;10;1;23;113
22;8;1;4;19;23;2;21;7;0;22;135
22;9;1;4;20;24;3;12;6;3;16;151
22;10;1;4;24;24;3;15;3;0;19;170
22;11;1;4;24;20;2;21;10;0;19;189
22;12;1;4;24;20;9;21;10;8;20;209
22;13;1;4;23;23;3;21;10;1;19;228
22;14;1;4;24;21;3;24;10;0;21;249
22;15;1;4;24;19;3;24;10;1;22;271
22;16;1;4;23;24;3;12;4;1;16;287
22;17;1;4;24;23;2;15;5;0;18;305
22;18;1;4;19;21;3;21;10;0;18;323
22;19;1;4;23;23;3;12;6;1;14;337
22;20;1;4;24;19;2;24;16;0;16;353
22;21;1;4;21;23;3;12;10;4;13;366
22;22;1;4;21;20;3;21;15;4;17;383
22;23;1;4;23;24;3;12;8;1;12;395
22;24;1;4;23;23;2;15;10;1;14;409
22;25;1;4;19;19;2;30;25;0;13;422
22;26;1;4;24;23;3;15;10;0;12;434
22;27;1;4;21;20;3;21;14;4;18;452
22;28;1;4;24;21;3;24;16;0;15;467
22;29;1;4;19;21;2;30;20;0;18;485
22;30;1;4;23;19;3;15;5;1;18;503
23;1;1;4;19;19;0;24;12;0;22;22
23;2;1;4;22;22;0;15;5;0;20;42
23;3;1;4;20;24;0;18;5;0;23;65
23;4;1;4;20;22;0;9;0;0;19;84
23;5;1;4;19;20;5;15;0;5;25;109
23;6;1;4;24;21;7;24;0;9;36;145
23;7;1;4;22;24;8;9;0;10;21;166
23;8;1;4;22;21;7;0;0;7;10;176
23;9;1;4;24;20;7;21;3;9;30;206
23;10;1;4;20;19;6;24;2;7;33;239
23;11;1;4;20;21;8;0;0;8;10;249
23;12;1;4;21;21;7;0;0;10;13;262
23;13;1;4;22;22;7;9;1;10;21;283
23;14;1;4;21;19;5;0;0;7;12;295
23;15;1;4;21;20;9;6;1;13;19;314
23;16;1;4;21;22;8;9;1;10;20;334
23;17;1;4;22;20;5;3;1;5;12;346
23;18;1;4;24;20;3;3;1;0;9;355
23;19;1;4;22;22;4;9;1;6;20;375
23;20;1;4;20;24;4;6;1;4;15;390
23;21;1;4;22;20;4;3;1;10;18;408
23;22;1;4;24;21;1;0;0;0;9;417
23;23;1;4;20;22;3;9;1;3;18;435
23;24;1;4;22;22;5;6;1;10;20;455
23;25;1;4;24;24;0;6;1;0;15;470
23;26;1;4;22;24;5;3;1;10;17;487
23;27;1;4;19;24;2;3;1;0;10;497
23;28;1;4;21;19;5;0;0;6;11;508
23;29;1;4;20;24;2;3;1;0;10;518
23;30;1;4;24;22;0;9;1;0;18;536
24;1;1;4;20;21;4;15;8;5;18;18
24;2;1;4;21;19;5;21;10;7;23;41
24;3;1;4;23;22;6;6;1;5;14;55
24;4;1;4;22;20;4;18;8;9;25;80
24;5;1;4;22;22;3;3;1;2;11;91
24;6;1;4;21;23;1;21;9;2;23;114
24;7;1;4;23;19;3;24;8;0;23;137
24;8;1;4;20;20;2;27;10;2;27;164
24;9;1;4;22;23;4;21;9;6;24;188
24;10;1;4;22;22;5;9;0;3;17;205
24;11;1;4;19;22;4;6;0;0;12;217
24;12;1;4;19;22;1;27;8;0;28;245
24;13;1;4;21;19;4;24;8;6;28;273
24;14;1;4;20;22;4;9;0;4;19;292
24;15;1;4;20;22;3;9;1;3;18;310
24;16;1;4;22;20;4;15;5;4;20;330
24;17;1;4;21;22;4;6;0;5;17;347
24;18;1;4;20;23;4;9;0;4;19;366
24;19;1;4;19;19;2;21;7;0;22;388
24;20;1;4;23;22;2;6;0;1;15;403
24;21;1;4;19;19;4;24;8;0;22;425
24;22;1;4;19;23;3;3;0;0;10;435
24;23;1;4;22;20;4;15;5;8;24;459
24;24;1;4;19;21;1;24;0;0;33;492
24;25;1;4;23;23;2;0;0;1;9;501
24;26;1;4;23;22;1;9;0;1;19;520
24;27;1;4;23;19;1;24;0;1;34;554
24;28;1;4;20;22;1;9;0;0;18;572
24;29;1;4;23;19;1;0;0;1;10;582
24;30;1;4;20;23;0;0;0;0;10;592
25;1;1;5;26;29;10;15;14;9;10;10
25;2;1;5;26;30;4;15;12;4;13;23
25;3;1;5;27;30;8;18;10;1;11;34
25;4;1;5;27;26;4;15;14;0;7;41
25;5;1;5;29;26;4;6;6;3;9;50
25;6;1;5;27;27;8;3;2;1;4;54
25;7;1;5;29;28;10;9;9;6;6;60
25;8;1;5;28;30;5;21;18;1;9;69
25;9;1;5;29;27;7;6;6;8;11;80
25;10;1;5;29;28;6;9;7;8;14;94
25;11;1;5;27;27;7;15;14;2;6;100
25;12;1;5;28;26;5;3;3;1;6;106
25;13;1;5;29;27;10;9;5;9;13;119
25;14;1;5;28;28;7;18;12;2;11;130
25;15;1;5;28;27;10;15;10;2;7;137
25;16;1;5;30;27;10;9;6;10;13;150
25;17;1;5;26;27;7;12;12;5;8;158
25;18;1;5;30;28;10;15;12;10;13;171
25;19;1;5;27;28;10;18;12;2;8;179
25;20;1;5;26;29;6;15;12;3;10;189
25;21;1;5;27;30;4;21;14;0;13;202
25;22;1;5;26;27;5;0;0;5;10;212
25;23;1;5;30;28;10;15;12;10;13;225
25;24;1;5;30;30;7;21;12;7;19;244
25;25;1;5;27;26;6;15;9;0;10;254
25;26;1;5;28;27;10;15;12;5;8;262
25;27;1;5;27;28;7;15;12;0;6;268
25;28;1;5;26;26;10;12;6;8;14;282
25;29;1;5;27;28;5;15;12;0;8;290
25;30;1;5;29;26;10;21;14;9;16;306
26;1;1;5;27;25;4;30;9;1;28;28
26;2;1;5;28;25;2;12;4;1;17;45
26;3;1;5;29;27;1;3;1;3;14;59
26;4;1;5;25;27;5;3;1;14;21;80
26;5;1;5;25;27;2;6;1;6;19;99
26;6;1;5;29;30;6;15;4;5;20;119
26;7;1;5;28;30;1;18;8;1;20;139
26;8;1;5;30;27;2;3;0;2;13;152
26;9;1;5;30;30;1;15;4;1;21;173
26;10;1;5;30;30;2;9;4;2;15;188
26;11;1;5;30;29;0;6;1;0;15;203
26;12;1;5;25;30;1;15;7;3;20;223
26;13;1;5;27;29;2;9;3;0;14;237
26;14;1;5;30;29;1;18;8;1;20;257
26;15;1;5;29;29;4;27;7;7;33;290
26;16;1;5;29;29;5;15;4;5;21;311
26;17;1;5;30;25;2;21;5;2;26;337
26;18;1;5;29;30;4;18;3;7;28;365
26;19;1;5;29;29;6;15;4;6;21;386
26;20;1;5;27;25;1;18;3;0;24;410
26;21;1;5;28;29;7;15;2;2;18;428
26;22;1;5;28;25;2;15;5;0;18;446
26;23;1;5;29;30;4;15;3;9;27;473
26;24;1;5;28;28;1;18;9;0;18;491
26;25;1;5;25;28;5;21;10;9;25;516
26;26;1;5;30;29;0;9;2;0;17;533
26;27;1;5;30;30;0;15;6;0;19;552
26;28;1;5;25;25;4;30;8;6;34;586
26;29;1;5;29;27;6;21;5;9;29;615
26;30;1;5;25;27;7;21;5;14;33;648
27;1;1;5;30;26;2;12;1;2;21;21
27;2;1;5;29;28;1;15;1;3;26;47
27;3;1;5;26;25;1;24;1;1;33;80
27;4;1;5;26;25;1;12;0;1;22;102
27;5;1;5;26;28;2;18;2;1;25;127
27;6;1;5;25;25;1;24;1;2;34;161
27;7;1;5;30;29;1;6;0;1;16;177
27;8;1;5;26;29;1;6;0;0;15;192
27;9;1;5;25;28;2;3;0;6;17;209
27;10;1;5;28;29;2;3;0;1;12;221
27;11;1;5;25;25;5;21;2;14;38;259
27;12;1;5;30;29;5;15;1;5;24;283
27;13;1;5;25;26;3;6;0;5;18;301
27;14;1;5;29;30;5;15;0;9;29;330
27;15;1;5;25;30;5;6;0;10;21;351
27;16;1;5;25;28;3;6;0;6;19;370
27;17;1;5;25;29;4;12;0;12;30;400
27;18;1;5;28;29;4;6;0;1;13;413
27;19;1;5;30;25;4;30;2;4;38;451
27;20;1;5;28;26;4;3;0;1;10;461
27;21;1;5;30;25;1;12;0;1;22;483
27;22;1;5;25;29;0;18;0;0;28;511
27;23;1;5;28;29;0;15;0;0;25;536
27;24;1;5;29;29;1;6;0;2;17;553
27;25;1;5;29;25;0;18;0;0;28;581
27;26;1;5;25;28;5;3;0;12;20;601
27;27;1;5;29;25;7;21;0;8;32;633
27;28;1;5;28;29;7;21;0;2;26;659
27;29;1;5;26;25;7;15;0;5;23;682
27;30;1;5;26;28;7;3;0;5;11;693
28;1;1;5;29;30;4;12;2;5;21;21
28;2;1;5;27;26;5;6;1;1;11;32
28;3;1;5;30;29;6;21;3;7;29;61
28;4;1;5;29;30;5;24;2;12;39;100
28;5;1;5;27;30;6;6;1;2;11;111
28;6;1;5;30;29;5;9;1;4;17;128
28;7;1;5;25;26;3;3;1;9;18;146
28;8;1;5;29;25;5;15;1;6;25;171
28;9;1;5;27;29;1;3;1;0;11;182
28;10;1;5;25;27;3;6;1;7;19;201
28;11;1;5;29;30;5;12;2;6;21;222
28;12;1;5;29;25;6;15;1;7;25;247
28;13;1;5;30;30;3;12;1;3;21;268
28;14;1;5;25;25;6;21;2;12;35;303
28;15;1;5;30;25;2;30;2;2;38;341
28;16;1;5;27;30;2;12;2;0;18;359
28;17;1;5;29;30;5;12;2;7;22;381
28;18;1;5;25;27;5;12;1;12;28;409
28;19;1;5;25;30;6;12;1;12;27;436
28;20;1;5;30;27;2;12;1;2;21;457
28;21;1;5;29;26;5;21;2;7;31;488
28;22;1;5;30;26;1;6;0;1;16;504
28;23;1;5;25;27;5;0;0;12;17;521
28;24;1;5;26;26;6;3;0;9;16;537
28;25;1;5;26;30;7;15;1;10;27;564
28;26;1;5;27;25;1;30;5;0;34;598
28;27;1;5;25;29;5;9;1;12;25;623
28;28;1;5;30;27;1;21;2;1;29;652
28;29;1;5;25;30;5;15;1;12;31;683
28;30;1;5;27;30;1;18;1;0;26;709
29;1;1;5;25;28;5;12;5;14;26;26
29;2;1;5;30;27;6;3;3;7;11;37
29;3;1;5;28;26;7;3;3;3;6;43
29;4;1;5;30;28;4;15;12;2;11;54
29;5;1;5;30;25;3;12;3;2;18;72
29;6;1;5;28;26;3;18;5;1;21;93
29;7;1;5;27;25;2;30;6;0;32;125
29;8;1;5;27;28;2;15;6;0;17;142
29;9;1;5;28;25;1;21;8;1;23;165
29;10;1;5;27;25;1;18;8;0;19;184
29;11;1;5;26;28;2;15;6;1;18;202
29;12;1;5;27;28;5;18;7;1;17;219
29;13;1;5;26;25;3;30;9;3;31;250
29;14;1;5;26;27;6;15;9;8;18;268
29;15;1;5;26;26;9;12;7;7;13;281
29;16;1;5;26;26;5;15;5;4;19;300
29;17;1;5;27;28;4;15;7;0;14;314
29;18;1;5;27;26;2;12;7;0;13;327
29;19;1;5;26;26;5;18;6;4;21;348
29;20;1;5;25;30;5;21;7;12;31;379
29;21;1;5;26;28;5;15;7;2;15;394
29;22;1;5;27;30;6;24;7;0;21;415
29;23;1;5;27;26;5;12;9;0;8;423
29;24;1;5;27;27;2;3;2;0;9;432
29;25;1;5;30;27;3;0;0;3;10;442
29;26;1;5;26;30;3;24;7;2;26;468
29;27;1;5;28;27;3;21;8;1;21;489
29;28;1;5;27;30;7;24;7;0;20;509
29;29;1;5;30;26;3;18;9;3;19;528
29;30;1;5;30;25;5;30;9;4;30;558
30;1;1;5;28;27;4;6;2;2;12;12
30;2;1;5;25;29;5;18;7;12;28;40
30;3;1;5;25;28;6;18;7;10;25;65
30;4;1;5;28;29;8;12;2;2;14;79
30;5;1;5;28;29;2;9;2;1;16;95
30;6;1;5;26;28;5;15;4;4;20;115
30;7;1;5;26;27;6;3;1;8;14;129
30;8;1;5;25;26;7;6;2;18;25;154
30;9;1;5;26;26;5;3;1;4;11;165
30;10;1;5;26;26;3;6;2;4;15;180
30;11;1;5;28;26;4;0;0;2;8;188
30;12;1;5;26;27;5;15;5;7;22;210
30;13;1;5;28;28;4;9;3;1;13;223
30;14;1;5;27;26;5;3;1;0;7;230
30;15;1;5;27;28;2;6;2;0;12;242
30;16;1;5;28;25;4;30;10;2;28;270
30;17;1;5;28;26;4;6;2;2;12;282
30;18;1;5;26;25;6;30;10;3;27;309
30;19;1;5;28;27;4;12;4;1;15;324
30;20;1;5;29;28;7;6;2;7;14;338
30;21;1;5;25;27;7;3;1;14;19;357
30;22;1;5;29;28;8;3;1;7;11;368
30;23;1;5;26;25;5;30;10;3;28;396
30;24;1;5;25;25;7;21;7;12;29;425
30;25;1;5;28;29;5;9;3;1;12;437
30;26;1;5;29;26;8;0;0;7;9;446
30;27;1;5;26;26;5;0;0;6;11;457
30;28;1;5;29;28;8;3;1;7;11;468
30;29;1;5;28;29;5;9;3;1;12;480
30;30;1;5;28;29;6;15;4;1;16;496
31;1;1;6;35;33;5;9;4;10;20;20
31;2;1;6;34;34;6;18;5;7;24;44
31;3;1;6;36;34;9;15;1;10;25;69
31;4;1;6;36;32;5;12;6;2;13;82
31;5;1;6;35;36;9;0;0;14;15;97
31;6;1;6;36;36;1;3;1;0;11;108
31;7;1;6;33;36;5;0;0;3;8;116
31;8;1;6;33;36;3;9;2;0;14;130
31;9;1;6;35;34;9;15;5;13;24;154
31;10;1;6;34;36;6;15;0;6;25;179
31;11;1;6;35;36;10;0;0;15;15;194
31;12;1;6;36;33;3;9;5;0;11;205
31;13;1;6;35;35;10;24;8;15;31;236
31;14;1;6;34;34;8;15;5;9;21;257
31;15;1;6;36;36;0;6;2;0;14;271
31;16;1;6;35;34;10;18;2;0;16;287
31;17;1;6;32;36;5;0;0;0;5;292
31;18;1;6;33;32;3;6;2;2;13;305
31;19;1;6;33;35;6;0;0;3;7;312
31;20;1;6;32;36;0;0;0;0;10;322
31;21;1;6;35;32;3;6;2;3;14;336
31;22;1;6;32;33;2;12;4;0;16;352
31;23;1;6;36;33;0;12;4;0;18;370
31;24;1;6;35;33;5;12;4;0;13;383
31;25;1;6;32;35;0;0;0;0;10;393
31;26;1;6;35;36;0;3;1;0;12;405
31;27;1;6;33;32;5;0;0;3;8;413
31;28;1;6;32;33;0;12;4;0;18;431
31;29;1;6;33;36;5;0;0;3;8;439
31;30;1;6;32;33;2;15;4;0;19;458
32;1;1;6;36;36;4;9;0;2;17;17
32;2;1;6;33;33;4;15;0;4;25;42
32;3;1;6;34;36;4;30;0;3;39;81
32;4;1;6;31;34;4;18;0;6;30;111
32;5;1;6;34;33;4;12;0;2;20;131
32;6;1;6;35;33;4;12;0;0;18;149
32;7;1;6;36;34;3;12;0;0;19;168
32;8;1;6;35;33;0;3;0;0;13;181
32;9;1;6;36;36;0;0;0;0;10;191
32;10;1;6;36;34;0;12;0;0;22;213
32;11;1;6;34;33;3;9;0;0;16;229
32;12;1;6;34;35;0;30;0;0;40;269
32;13;1;6;34;36;0;3;0;0;13;282
32;14;1;6;35;36;0;24;0;0;34;316
32;15;1;6;34;34;0;6;0;0;16;332
32;16;1;6;33;36;2;0;0;1;9;341
32;17;1;6;35;31;0;15;0;0;25;366
32;18;1;6;31;33;2;3;0;2;13;379
32;19;1;6;34;36;0;0;0;0;10;389
32;20;1;6;34;31;0;0;0;0;10;399
32;21;1;6;31;34;2;6;0;2;16;415
32;22;1;6;36;31;0;6;0;0;16;431
32;23;1;6;35;34;0;6;0;0;16;447
32;24;1;6;33;35;0;0;0;0;10;457
32;25;1;6;34;31;0;0;0;0;10;467
32;26;1;6;34;35;0;0;0;0;10;477
32;27;1;6;31;36;0;15;0;0;25;502
32;28;1;6;35;31;0;0;0;0;10;512
32;29;1;6;34;35;0;0;0;0;10;522
32;30;1;6;36;31;0;6;0;0;16;538
33;1;1;6;31;34;3;15;7;4;19;19
33;2;1;6;32;32;5;12;4;0;13;32
33;3;1;6;35;35;5;21;9;10;27;59
33;4;1;6;34;35;6;15;6;5;18;77
33;5;1;6;32;34;4;21;8;0;19;96
33;6;1;6;32;34;4;18;2;0;22;118
33;7;1;6;35;31;3;15;3;0;19;137
33;8;1;6;32;31;1;9;0;0;18;155
33;9;1;6;34;35;3;30;8;0;29;184
33;10;1;6;35;35;3;12;4;3;18;202
33;11;1;6;32;34;3;18;6;0;19;221
33;12;1;6;31;34;3;21;5;5;28;249
33;13;1;6;36;34;3;18;4;0;21;270
33;14;1;6;36;35;1;9;1;0;17;287
33;15;1;6;35;35;1;0;0;0;9;296
33;16;1;6;34;32;2;6;1;1;14;310
33;17;1;6;34;35;4;0;0;2;8;318
33;18;1;6;32;31;1;9;2;0;16;334
33;19;1;6;36;31;4;18;3;0;21;355
33;20;1;6;36;35;0;0;0;0;10;365
33;21;1;6;36;35;4;0;0;0;6;371
33;22;1;6;31;34;4;21;3;4;28;399
33;23;1;6;31;36;4;9;1;4;18;417
33;24;1;6;31;32;4;0;0;4;10;427
33;25;1;6;36;34;3;15;3;0;19;446
33;26;1;6;36;34;2;15;3;0;20;466
33;27;1;6;35;31;3;15;3;4;23;489
33;28;1;6;31;35;4;0;0;4;10;499
33;29;1;6;35;31;3;15;3;4;23;522
33;30;1;6;31;35;5;0;0;4;9;531
34;1;1;6;33;35;5;18;5;7;25;25
34;2;1;6;31;31;6;18;7;5;20;45
34;3;1;6;31;32;5;12;3;1;15;60
34;4;1;6;32;33;6;18;5;0;17;77
34;5;1;6;33;32;7;12;2;8;21;98
34;6;1;6;33;35;6;15;4;2;17;115
34;7;1;6;32;35;4;30;9;0;27;142
34;8;1;6;36;35;6;30;10;0;24;166
34;9;1;6;31;33;5;9;0;5;19;185
34;10;1;6;32;31;4;18;6;0;18;203
34;11;1;6;33;32;6;9;0;6;19;222
34;12;1;6;33;32;7;0;0;5;8;230
34;13;1;6;33;32;6;0;0;4;8;238
34;14;1;6;31;31;5;24;9;5;25;263
34;15;1;6;32;32;2;0;0;0;8;271
34;16;1;6;31;33;6;6;1;2;11;282
34;17;1;6;36;33;6;12;2;0;14;296
34;18;1;6;35;36;7;15;4;0;14;310
34;19;1;6;35;32;5;0;0;0;5;315
34;20;1;6;35;32;4;0;0;0;6;321
34;21;1;6;32;36;2;6;1;0;13;334
34;22;1;6;33;35;7;9;2;3;13;347
34;23;1;6;32;35;2;0;0;0;8;355
34;24;1;6;36;36;5;6;1;0;10;365
34;25;1;6;33;32;5;0;0;3;8;373
34;26;1;6;33;32;5;0;0;3;8;381
34;27;1;6;36;35;2;0;0;0;8;389
34;28;1;6;36;36;0;18;5;0;23;412
34;29;1;6;36;32;0;0;0;0;10;422
34;30;1;6;35;36;5;0;0;6;11;433
35;1;1;6;34;31;6;15;10;5;14;14
35;2;1;6;36;36;6;15;10;10;19;33
35;3;1;6;33;33;7;15;10;9;17;50
35;4;1;6;33;36;5;15;10;6;16;66
35;5;1;6;36;31;10;27;14;0;13;79
35;6;1;6;34;32;5;12;0;4;21;100
35;7;1;6;34;33;10;9;0;9;18;118
35;8;1;6;34;32;10;0;0;10;10;128
35;9;1;6;33;31;10;27;13;8;22;150
35;10;1;6;33;33;4;9;3;4;16;166
35;11;1;6;36;31;5;30;15;0;20;186
35;12;1;6;32;36;10;0;0;0;0;186
35;13;1;6;31;31;8;30;15;8;25;211
35;14;1;6;33;32;3;0;0;1;8;219
35;15;1;6;33;33;0;3;0;0;13;232
35;16;1;6;36;31;0;30;0;0;40;272
35;17;1;6;33;32;0;0;0;0;10;282
35;18;1;6;36;34;0;21;0;0;31;313
35;19;1;6;31;34;0;15;0;0;25;338
35;20;1;6;33;34;0;12;0;0;22;360
35;21;1;6;33;31;0;9;3;0;16;376
35;22;1;6;34;36;3;0;0;2;9;385
35;23;1;6;34;32;0;0;0;0;10;395
35;24;1;6;32;31;0;15;0;0;25;420
35;25;1;6;31;36;0;0;0;0;10;430
35;26;1;6;32;31;0;0;0;0;10;440
35;27;1;6;34;33;0;9;4;0;15;455
35;28;1;6;33;32;0;0;0;0;10;465
35;29;1;6;32;33;0;9;4;0;15;480
35;30;1;6;33;34;0;15;6;0;19;499
36;1;1;6;32;32;3;12;2;0;17;17
36;2;1;6;35;35;5;18;10;10;23;40
36;3;1;6;32;31;10;27;10;0;17;57
36;4;1;6;35;31;5;15;2;10;28;85
36;5;1;6;31;35;0;30;0;0;40;125
36;6;1;6;31;31;1;3;0;1;13;138
36;7;1;6;31;32;0;9;0;0;19;157
36;8;1;6;31;34;3;18;0;2;27;184
36;9;1;6;32;32;0;0;0;0;10;194
36;10;1;6;31;32;5;0;0;0;5;199
36;11;1;6;31;35;0;15;0;0;25;224
36;12;1;6;35;31;0;9;0;0;19;243
36;13;1;6;32;33;1;9;0;0;18;261
36;14;1;6;32;33;8;3;0;0;5;266
36;15;1;6;31;31;2;0;0;2;10;276
36;16;1;6;32;35;0;0;0;0;10;286
36;17;1;6;31;34;0;18;0;0;28;314
36;18;1;6;34;35;5;0;0;4;9;323
36;19;1;6;32;33;0;12;0;0;22;345
36;20;1;6;31;33;0;0;0;0;10;355
36;21;1;6;34;33;2;12;0;1;21;376
36;22;1;6;35;32;0;0;0;0;10;386
36;23;1;6;33;31;3;0;0;1;8;394
36;24;1;6;34;34;2;15;0;1;24;418
36;25;1;6;35;33;0;9;0;0;19;437
36;26;1;6;31;33;1;6;0;1;16;453
36;27;1;6;32;34;5;6;0;0;11;464
36;28;1;6;34;34;6;0;0;5;9;473
36;29;1;6;31;34;0;0;0;0;10;483
36;30;1;6;34;32;0;0;0;0;10;493
1;1;2;1;3;5;7;12;6;5;14;14
1;2;2;1;3;5;4;15;8;5;18;32
1;3;2;1;4;5;7;18;9;3;15;47
1;4;2;1;2;3;7;18;9;3;15;62
1;5;2;1;6;6;7;15;8;6;16;78
1;6;2;1;4;2;4;30;20;2;18;96
1;7;2;1;4;5;3;15;8;1;15;111
1;8;2;1;2;2;10;30;20;7;17;128
1;9;2;1;6;6;5;3;2;1;7;135
1;10;2;1;5;4;6;12;4;9;21;156
